"","year","country","generation"
"804","2012","France",58.666
"805","2013","France",70.716
"806","2014","France",62.83
"807","2015","France",54.444
"808","2016","France",60.043
"809","2017","France",49.2216171675301
"810","2018","France",64.2234217964571
"811","1965","Germany",16.2122092
"812","1966","Germany",17.5339978
"813","1967","Germany",16.6523118
"814","1968","Germany",16.8989908
"815","1969","Germany",13.7134778
"816","1970","Germany",17.5336782
"817","1971","Germany",13.4551882
"818","1972","Germany",13.2058944
"819","1973","Germany",15.2294618
"820","1974","Germany",17.6381318
"821","1975","Germany",17.0591234
"822","1976","Germany",13.846833
"823","1977","Germany",17.5821604
"824","1978","Germany",18.3622344
"825","1979","Germany",18.3836866
"826","1980","Germany",19.069143
"827","1981","Germany",19.9146734
"828","1982","Germany",19.737993
"829","1983","Germany",18.7120174
"830","1984","Germany",18.4791744
"831","1985","Germany",17.4006496
"832","1986","Germany",18.5719818
"833","1987","Germany",20.34297
"834","1988","Germany",20.0793908
"835","1989","Germany",18.2437278
"836","1990","Germany",17.335
"837","1991","Germany",15.85
"838","1992","Germany",18.635
"839","1993","Germany",18.96
"840","1994","Germany",20.195
"841","1995","Germany",21.556
"842","1996","Germany",18.818
"843","1997","Germany",18.952
"844","1998","Germany",19.002
"845","1999","Germany",20.686
"846","2000","Germany",24.86675
"847","2001","Germany",23.241
"848","2002","Germany",23.66175
"849","2003","Germany",17.722
"850","2004","Germany",20.096
"851","2005","Germany",19.639
"852","2006","Germany",20.0085
"853","2007","Germany",21.169
"854","2008","Germany",20.443
"855","2009","Germany",19.031
"856","2010","Germany",20.953
"857","2011","Germany",17.672274
"858","2012","Germany",22.09
"859","2013","Germany",22.998
"860","2014","Germany",19.58710177
